project_id,model_id,experiment_id,time_bounds,ensemble_member,variable,season,mask,mean
E-OBS,v20.0e,Observation,1981-01-01 to 2010-12-31,mean,qq,July,CEU,232.0
E-OBS,v20.0e,Observation,1981-01-01 to 2010-12-31,mean,qq,Aug,NEU,149.0
E-OBS,v20.0e,Observation,1981-01-01 to 2010-12-31,mean,qq,Aug,MED,248.0
E-OBS,v20.0e,Observation,1981-01-01 to 2010-12-31,mean,qq,Aug,CEU,198.0
E-OBS,v20.0e,Observation,1981-01-01 to 2010-12-31,mean,qq,Sept,NEU,92.0
E-OBS,v20.0e,Observation,1981-01-01 to 2010-12-31,mean,qq,Sept,MED,195.0
E-OBS,v20.0e,Observation,1981-01-01 to 2010-12-31,mean,qq,Sept,CEU,138.0
E-OBS,v20.0e,Observation,1981-01-01 to 2010-12-31,mean,qq,Oct,NEU,42.0
E-OBS,v20.0e,Observation,1981-01-01 to 2010-12-31,mean,qq,Oct,MED,137.0
E-OBS,v20.0e,Observation,1981-01-01 to 2010-12-31,mean,qq,Oct,CEU,83.0
E-OBS,v20.0e,Observation,1981-01-01 to 2010-12-31,mean,qq,Nov,NEU,16.0
E-OBS,v20.0e,Observation,1981-01-01 to 2010-12-31,mean,qq,Nov,MED,89.0
E-OBS,v20.0e,Observation,1981-01-01 to 2010-12-31,mean,qq,Nov,CEU,41.0
E-OBS,v20.0e,Observation,1981-01-01 to 2010-12-31,mean,qq,Dec,NEU,9.0
E-OBS,v20.0e,Observation,1981-01-01 to 2010-12-31,mean,qq,Dec,MED,69.0
E-OBS,v20.0e,Observation,1981-01-01 to 2010-12-31,mean,qq,Dec,CEU,28.0
