project_id,model_id,experiment_id,time_bounds,ensemble_member,variable,season,mask,mean,height_correction,model_member,RCM,GCM,Domain
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp26,2070-01-01 to 2099-12-31,r2i1p1,tas,DJF,deutschland,274.9345,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp26,2070-01-01 to 2099-12-31,r2i1p1,tas,MAM,deutschland,282.8362,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp26,2070-01-01 to 2099-12-31,r2i1p1,tas,JJA,deutschland,291.1617,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp26,2070-01-01 to 2099-12-31,r2i1p1,tas,SON,deutschland,283.4912,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp26,2070-01-01 to 2099-12-31,r2i1p1,snw,ANN,deutschland,0.81888,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp26,2070-01-01 to 2099-12-31,r2i1p1,snw,DJF,deutschland,2.732429,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp26,2070-01-01 to 2099-12-31,r2i1p1,snw,MAM,deutschland,0.4758153,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp26,2070-01-01 to 2099-12-31,r2i1p1,snw,JJA,deutschland,1.964136e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp26,2070-01-01 to 2099-12-31,r2i1p1,snw,SON,deutschland,0.0960798,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp26,2070-01-01 to 2099-12-31,r2i1p1,rsds,ANN,deutschland,113.833,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp26,2070-01-01 to 2099-12-31,r2i1p1,rsds,DJF,deutschland,28.08784,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp26,2070-01-01 to 2099-12-31,r2i1p1,rsds,MAM,deutschland,151.8989,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp26,2070-01-01 to 2099-12-31,r2i1p1,rsds,JJA,deutschland,200.7361,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp26,2070-01-01 to 2099-12-31,r2i1p1,rsds,SON,deutschland,72.51485,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r1i1p1,pr,ANN,deutschland,2.915464e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r1i1p1,pr,DJF,deutschland,3.076291e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r1i1p1,pr,MAM,deutschland,2.536151e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r1i1p1,pr,JJA,deutschland,3.290856e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r1i1p1,pr,SON,deutschland,2.760143e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r1i1p1,tas,ANN,deutschland,282.4393,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r1i1p1,tas,DJF,deutschland,274.2956,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r1i1p1,tas,MAM,deutschland,282.4439,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r1i1p1,tas,JJA,deutschland,290.1549,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r1i1p1,tas,SON,deutschland,282.7085,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r1i1p1,snw,ANN,deutschland,0.8733892,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r1i1p1,snw,DJF,deutschland,2.952713,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r1i1p1,snw,MAM,deutschland,0.4322047,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r1i1p1,snw,JJA,deutschland,3.738906e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r1i1p1,snw,SON,deutschland,0.1411165,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r1i1p1,rsds,ANN,deutschland,113.8408,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r1i1p1,rsds,DJF,deutschland,29.51538,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r1i1p1,rsds,MAM,deutschland,155.0014,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r1i1p1,rsds,JJA,deutschland,200.2519,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r1i1p1,rsds,SON,deutschland,68.47911,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r2i1p1,pr,ANN,deutschland,2.991193e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r2i1p1,pr,DJF,deutschland,3.112337e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r2i1p1,pr,MAM,deutschland,2.580972e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r2i1p1,pr,JJA,deutschland,3.428852e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r2i1p1,pr,SON,deutschland,2.843287e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r2i1p1,tas,ANN,deutschland,282.3296,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r2i1p1,tas,DJF,deutschland,274.4274,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r2i1p1,tas,MAM,deutschland,282.0487,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r2i1p1,tas,JJA,deutschland,290.0689,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r2i1p1,tas,SON,deutschland,282.6248,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r2i1p1,snw,ANN,deutschland,1.20137,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r2i1p1,snw,DJF,deutschland,4.155284,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r2i1p1,snw,MAM,deutschland,0.5752439,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r2i1p1,snw,JJA,deutschland,2.555994e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r2i1p1,snw,SON,deutschland,0.1193946,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r2i1p1,rsds,ANN,deutschland,112.3825,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r2i1p1,rsds,DJF,deutschland,29.9558,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r2i1p1,rsds,MAM,deutschland,152.1653,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r2i1p1,rsds,JJA,deutschland,196.7652,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,1981-01-01 to 2010-12-31,r2i1p1,rsds,SON,deutschland,68.58832,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r1i1p1,pr,ANN,deutschland,3.020913e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r1i1p1,pr,DJF,deutschland,3.073273e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r1i1p1,pr,MAM,deutschland,2.845236e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r1i1p1,pr,JJA,deutschland,3.156822e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r1i1p1,pr,SON,deutschland,3.009287e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r1i1p1,tas,ANN,deutschland,283.176,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r1i1p1,tas,DJF,deutschland,275.1183,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r1i1p1,tas,MAM,deutschland,282.746,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r1i1p1,tas,JJA,deutschland,291.1773,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r1i1p1,tas,SON,deutschland,283.5133,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r1i1p1,snw,ANN,deutschland,0.7072081,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r1i1p1,snw,DJF,deutschland,2.396228,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r1i1p1,snw,MAM,deutschland,0.3410631,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r1i1p1,snw,JJA,deutschland,5.788597e-08,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r1i1p1,snw,SON,deutschland,0.117641,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r1i1p1,rsds,ANN,deutschland,108.7578,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r1i1p1,rsds,DJF,deutschland,28.13276,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r1i1p1,rsds,MAM,deutschland,144.9392,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r1i1p1,rsds,JJA,deutschland,193.981,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r1i1p1,rsds,SON,deutschland,65.98935,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r1i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r2i1p1,pr,ANN,deutschland,3.070259e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r2i1p1,pr,DJF,deutschland,3.160935e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r2i1p1,pr,MAM,deutschland,2.816647e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r2i1p1,pr,JJA,deutschland,3.215676e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
EURO-CORDEX,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11,rcp45,2036-01-01 to 2065-12-31,r2i1p1,pr,SON,deutschland,3.089838e-05,False,MPI-CSC-REMO2009_MPI-M-MPI-ESM-LR_EUR-11_r2i1p1,MPI-CSC-REMO2009,MPI-M-MPI-ESM-LR,EUR-11
